Date,PC1,PC2
2015-01-12,-1.8377988701097705,-0.6221860653562618
2015-01-13,-1.7907198872240142,-0.2421574176945032
2015-01-14,-1.7960592442053964,-0.07510761839125674
2015-01-15,-1.7125666401858806,0.8583903231162843
2015-01-16,-1.582042790446581,0.13455324219661208
2015-01-20,-1.4882407792230792,0.41854796745113043
2015-01-21,-1.4295551955804227,0.03768546413681129
2015-01-22,-1.4283691221561106,0.07771319547171678
2015-01-23,-1.4317590088437555,-0.5370129710438734
2015-01-26,-1.4819197720412052,-0.35464671529658065
2015-01-27,-1.4872919326694598,-1.130707192338346
2015-01-28,-1.4701670928574209,-0.5364784586412349
2015-01-29,-1.5794697387282053,0.44468471280271465
2015-01-30,-1.5803248471541018,-0.3706796239755261
2015-02-02,-1.5393674724024589,-0.8443167324186753
2015-02-03,-1.5840428905132031,-0.2582056482782155
2015-02-04,-1.619059718787542,-0.6780133843437789
2015-02-05,-1.6090947193456113,-0.9109895251198099
2015-02-06,-1.7021143734033297,-0.022945147879343007
2015-02-09,-1.7717351832831105,-1.110057014972024
2015-02-10,-1.7839761359988482,-1.0464532028491254
2015-02-11,-1.8398533040223082,-0.8677210270033977
2015-02-12,-1.8617139032535177,-0.9274967834160761
2015-02-13,-1.8429418819800951,-1.0657636923694658
2015-02-17,-1.8799850058752294,-0.19539238409209955
2015-02-18,-1.9718581636645642,-0.8126116667547237
2015-02-19,-1.9357455886691428,-0.9084280157521646
2015-02-20,-1.9639016079409746,-0.9298858653092849
2015-02-23,-1.9944636548009222,-0.8721450543047901
2015-02-24,-2.0116326685087618,-0.8623992552976604
2015-02-25,-1.9808403671103851,-0.9876546203208214
2015-02-26,-1.9457358570911854,-0.7292866961871761
2015-02-27,-1.934830860637458,-0.8845765823601677
2015-03-02,-1.9276553786212745,-0.6647333819758264
2015-03-03,-1.9708241474412609,-0.46778337823424004
2015-03-04,-1.9865356684857511,-0.9670339921576594
2015-03-05,-1.9994543516747467,-0.6924598897277875
2015-03-06,-2.108941315044017,0.13636314101243524
2015-03-09,-2.18779120205908,-0.8342884926053807
2015-03-10,-2.2234189900425863,-0.2201444097711796
2015-03-11,-2.2641541515585604,-0.4028069316790447
2015-03-12,-2.2697565833143956,-0.4173095235995335
2015-03-13,-2.2757010810133287,-0.8219344641868424
2015-03-16,-2.264652428614966,-0.8107978432999303
2015-03-17,-2.293741632473542,-0.44049854118729354
2015-03-18,-2.267277106260799,-0.11345733251604377
2015-03-19,-2.1924268873618167,-0.42591505033521526
2015-03-20,-2.1331267552593296,-0.37877151571118145
2015-03-23,-2.087893615572845,-0.35958664901942977
2015-03-24,-2.0603345436256664,-0.39600014424427216
2015-03-25,-2.03575197186062,-0.2091962891926445
2015-03-26,-1.9767317283416452,-0.8351747700420992
2015-03-27,-1.9942185719625376,-0.6606338099207281
2015-03-30,-2.0524667250308744,-0.7219795411135084
2015-03-31,-2.0950647368629047,-0.8300951485687369
2015-04-01,-2.029252536380129,-0.5229282104925181
2015-04-02,-1.9910664454719886,-0.8684203604971488
2015-04-06,-1.9007103123937616,-0.9484422226188123
2015-04-07,-1.9402390943471346,-1.1675034608660806
2015-04-08,-1.9695679579575152,-0.8317165527667322
2015-04-09,-2.014409321652575,-0.9129729590154462
2015-04-10,-1.9988866859555126,-0.7906594142485212
2015-04-13,-1.9845859230937761,-0.9070027824646393
2015-04-14,-2.0349453399970083,-0.39552606748840413
2015-04-15,-2.0218111803651535,-0.7096400428575658
2015-04-16,-1.9951930390368773,-0.4138413886932773
2015-04-17,-1.992441132030052,-0.8787333035599005
2015-04-20,-2.0042266829713395,-0.6802956791312669
2015-04-21,-2.010097605723618,-0.9924448239432494
2015-04-22,-2.031970533411554,-0.4712867101811698
2015-04-23,-2.0583686150434137,-0.8498786019340718
2015-04-24,-2.092942508355429,-0.43904950367454076
2015-04-27,-2.0466025687192064,0.04154639078586088
2015-04-28,-1.9566883895880045,-0.4811333310878991
2015-04-29,-1.9474698358700344,-0.597452399298521
2015-04-30,-2.0413479048067424,0.05393051449283639
2015-05-01,-2.134625627899299,-0.8298731433083385
2015-05-04,-2.1036608373042376,-0.918167777788806
2015-05-05,-2.054634860777263,-0.8995525131624121
2015-05-06,-2.0514327407006543,-0.924500548632991
2015-05-07,-2.085399957862945,-0.6745282839567934
2015-05-08,-2.080934517491615,-0.6019586285063349
2015-05-11,-2.0893446590294147,-0.7152692061357656
2015-05-12,-2.0738955391037917,-0.6129457654767858
2015-05-13,-1.966030190945365,0.36144338011481103
2015-05-14,-1.8798905994864366,-0.29848300407136796
2015-05-15,-1.8777928673174635,-0.6615977139630568
2015-05-18,-1.8435413693740308,-0.835682254085575
2015-05-19,-1.9051564138391197,-0.24718370845338697
2015-05-20,-1.9532930992977284,-0.7606572609730005
2015-05-21,-1.9615122033239296,-0.7877406007112698
2015-05-22,-1.962169526241943,-0.5595041114060809
2015-05-26,-2.018774653015943,-1.046994452126761
2015-05-27,-2.075930605946923,-0.5473089648535674
2015-05-28,-2.0749671290191762,-0.522866702336149
2015-05-29,-2.064904894987926,-0.9884204930280867
2015-06-01,-2.0478874246866243,-0.30640916092811943
2015-06-02,-2.0527472817478096,-0.8910540791301511
2015-06-03,-2.0711344112939822,-0.781280095996216
2015-06-04,-2.119240441236855,-0.49139812602312877
2015-06-05,-2.17201150770657,-0.5114351407203189
2015-06-08,-2.1665421231008217,-0.9532222910686406
2015-06-09,-2.1451574428284608,-1.0938620203453746
2015-06-10,-2.1082952438619853,-0.7855369375971752
2015-06-11,-2.109474054575915,-0.9500773884607764
2015-06-12,-2.124075839332371,-1.1670703549606316
2015-06-15,-2.108724560254392,-0.7021103668471135
2015-06-16,-2.1088520409720046,-1.025055047997798
2015-06-17,-2.1212863350309563,-1.0029236281969003
2015-06-18,-2.035522670519807,-0.17360324999714472
2015-06-19,-1.9952851719642368,-1.1776692288714634
2015-06-22,-2.0521045907976823,-0.7846221289339131
2015-06-23,-2.1137523429581373,-0.8915184347671138
2015-06-24,-2.153646707727303,-0.855237333120803
2015-06-25,-2.1622204655479607,-1.1658370025295262
2015-06-26,-2.1654321489978954,-0.9621617774828187
2015-06-29,-2.1163071002482248,-0.5775502343941962
2015-06-30,-2.153824985846979,-0.5410724350723971
2015-07-01,-2.1778799686936745,-1.0602686980299214
2015-07-06,-2.1774920492980057,-0.9549182247451369
2015-07-07,-2.238564100775506,-0.009538184056725888
2015-07-08,-2.2567787956615586,-0.33831463395583583
2015-07-09,-2.2417513570507364,-0.7227542686636148
2015-07-10,-2.244462211207529,-0.8920843303092236
2015-07-13,-2.2529081570448835,-0.7643250432823182
2015-07-14,-2.268620213144528,-0.9203769736561446
2015-07-15,-2.2998537176881775,-0.5270967926396432
2015-07-16,-2.331095614097119,-0.763949116450353
2015-07-17,-2.371959913137224,-0.43652119523733385
2015-07-20,-2.5691381668920967,0.6272897381720524
2015-07-21,-2.585933741048179,-0.2880263880372619
2015-07-22,-2.625352698488372,-0.21044689750801182
2015-07-23,-2.625422940108497,0.041800569140005024
2015-07-24,-2.668127504995462,0.4963680055074806
2015-07-27,-2.6197968481238787,-1.451338528640567
2015-07-28,-2.62920859448586,-1.216449233166267
2015-07-29,-2.62924772684205,-0.8758149008562071
2015-07-30,-2.6479024622216634,-0.3725543674921621
2015-07-31,-2.6473162950777045,-0.2540615475255547
2015-08-03,-2.6471642497094447,-0.9289881168571181
2015-08-04,-2.668881217967736,-0.8648775101156652
2015-08-05,-2.6779940224134626,-0.852683462827578
2015-08-06,-2.673847110553377,-1.0635672129042033
2015-08-07,-2.650020229167202,-0.27223619157471296
2015-08-10,-2.6030746704660648,-0.5054066831352295
2015-08-11,-2.5583279170709323,-0.04576164736909513
2015-08-12,-2.5070258629571067,-0.07289037405181885
2015-08-13,-2.478374457600094,-0.6922465253266825
2015-08-14,-2.511265659513436,-0.9519838633978435
2015-08-17,-2.4997989178135627,-1.0844511621079027
2015-08-18,-2.504087831752942,-0.7857726812921688
2015-08-19,-2.454767670330482,-0.46379315134460314
2015-08-20,-2.3377245782908456,-0.1712588419266181
2015-08-21,-2.2518154826708083,-0.015815926863901687
2015-08-24,-2.2487881490391484,0.6807826041727435
2015-08-25,-2.3189860006638994,-0.021517029800111276
2015-08-26,-2.403601237642889,0.03325957201046522
2015-08-27,-2.455172399039723,-0.751736451330113
2015-08-28,-2.414954437714899,-0.5189908296620888
2015-08-31,-2.410817941342211,-1.0330094444117848
2015-09-01,-2.366880473709823,-0.6987133138805435
2015-09-02,-2.3813390227712508,-0.8860974605842749
2015-09-03,-2.4311406466189887,-0.9332950965370216
2015-09-04,-2.4769268563095,-1.9108694904738834
2015-09-08,-2.4778583836187207,-0.5816918038157362
2015-09-09,-2.524187225495159,-0.30902258037684915
2015-09-10,-2.5508617311937405,-0.7791993691941898
2015-09-11,-2.5639061611493026,-0.8373974529792886
2015-09-14,-2.560276569674852,-1.2610651321225603
2015-09-15,-2.5710791109728057,-1.2213414453526632
2015-09-16,-2.5229863528129695,-0.707166553440313
2015-09-17,-2.4681554271986603,-0.5828554070430155
2015-09-18,-2.3934315595110878,-0.5157366473738816
2015-09-21,-2.391823074459358,-1.1280998277600218
2015-09-22,-2.428516404378757,-0.859222567640672
2015-09-23,-2.435071610633432,-1.0728243527872199
2015-09-24,-2.3401427694433146,0.09533349118882849
2015-09-25,-2.316894913862381,-0.5934407963629812
2015-09-28,-2.370561228747745,-0.5694997304561907
2015-09-29,-2.426020666244238,-0.9553367096178701
2015-09-30,-2.4755373279449686,-0.44939576966141725
2015-10-01,-2.5153686909901336,-1.2018860774179796
2015-10-02,-2.4547318761124046,-0.12827263237423256
2015-10-05,-2.3809973534964266,-0.8493298194783078
2015-10-06,-2.3496687501171105,-0.7842254180175326
2015-10-07,-2.3150535203439895,-0.8676207509532249
2015-10-08,-2.3355180540807146,-0.7897174867396578
2015-10-09,-2.312104736429308,-0.6446107439211144
2015-10-12,-2.237226807549198,-0.8898884729728817
2015-10-13,-2.2273608556519466,-0.6437937488013639
2015-10-14,-2.1463680087074963,-0.09538784751473507
2015-10-15,-2.0915850997149996,-0.10638564433926939
2015-10-16,-2.1147015697051144,-0.9304969892972841
2015-10-19,-2.1571832337732997,-0.9299034962589334
2015-10-20,-2.1556953652911277,-0.7906399850071192
2015-10-21,-2.173033522844394,-0.7934081880996667
2015-10-22,-2.201430137455089,-0.8186294860874235
2015-10-23,-2.1987452079425225,-0.48243942284931607
2015-10-26,-2.2101649381962027,-1.1784639597925535
2015-10-27,-2.215033805741957,-1.1157937090476469
2015-10-28,-2.1800730285707632,-0.13975461654068472
2015-10-29,-2.2832564243397266,-0.5088807203379868
2015-10-30,-2.3356900364376485,-0.8542487171752283
2015-11-02,-2.372305064577457,-0.9751058553784839
2015-11-03,-2.44946500366424,-0.48770383264000816
2015-11-04,-2.5194288985036235,-0.46001280468169775
2015-11-05,-2.5653646062439224,-0.6362218802508539
2015-11-06,-2.6163521168168216,-0.0772694294814984
2015-11-09,-2.657313635225463,-0.6058457280348237
2015-11-10,-2.661856013227612,-0.5580099977102433
2015-11-11,-2.669870317150269,-0.3447667632456358
2015-11-12,-2.700165337630412,0.028213385023301965
2015-11-13,-2.7008699951857085,-0.6815571639396415
2015-11-16,-2.671706676465409,-0.46764925286207776
2015-11-17,-2.7431585367280813,-0.20390016771481514
2015-11-18,-2.7819511395056318,-0.48758011408061125
2015-11-19,-2.725638921333101,-0.22255633357851978
2015-11-20,-2.71851131009994,-0.5021508542204446
2015-11-23,-2.778400117512737,-1.3025625228727296
2015-11-24,-2.7663746484299887,-1.2812329393756663
2015-11-25,-2.7790115117983163,-1.9166155216231624
2015-11-27,-2.8142087916417924,-0.16174684953708973
2015-11-30,-2.833448190373277,-0.9036831060733671
2015-12-01,-2.799803997270267,-0.7960911804215753
2015-12-02,-2.8335134313379173,-0.7737451155342581
2015-12-03,-2.856594210456982,-0.2544124170404805
2015-12-04,-2.754858025191924,0.09400142806694171
2015-12-07,-2.7303970332184564,-0.9152892440670995
2015-12-08,-2.7614873546797933,-0.7436838468071205
2015-12-09,-2.739284481539573,-0.5790511169181621
2015-12-10,-2.765483031481394,-1.008772233995661
2015-12-11,-2.763375643633559,-0.46100897476116154
2015-12-14,-2.7893667589893476,-0.8032134812196154
2015-12-15,-2.8260662905358007,-0.8535446160470876
2015-12-16,-2.7829924390030043,-0.5795237617425621
2015-12-17,-2.8323613271998873,-0.3546110008759537
2015-12-18,-2.840458477054281,-0.7907597983872304
2015-12-23,-2.7795918409219595,-1.3369809972167137
2015-12-24,-2.763718514040375,-1.5073602104223611
2015-12-28,-2.781299276963179,-1.3145443245541408
2015-12-29,-2.791883104163681,-1.956766954533729
2015-12-30,-2.815993212887926,-1.9564459729055763
2015-12-31,-2.8403152189757743,-1.4501025829113388
2016-01-04,-2.773917268609977,-0.4171986135059981
2016-01-05,-2.740219414879196,-0.9657747802946399
2016-01-06,-2.6867527065388455,-0.11878580580475545
2016-01-07,-2.5891432988189034,0.12825740528582577
2016-01-08,-2.5767968471141858,-0.07863350927653723
2016-01-11,-2.592079146589743,-0.05404857172503273
2016-01-12,-2.65292220535904,-0.313943715111705
2016-01-13,-2.6724338944300876,-0.46588513664813286
2016-01-14,-2.6938942010575957,-0.23680423109275542
2016-01-15,-2.6606257125598387,-1.9188358565769528
2016-01-19,-2.663289541332661,-0.3880939937835067
2016-01-20,-2.6082903367785604,-0.08143108359699416
2016-01-21,-2.600121035433055,-0.2150665081111304
2016-01-22,-2.603187056953874,-0.6013002113940759
2016-01-25,-2.5812908073134246,-0.44349833396068233
2016-01-26,-2.508301476077596,-1.069588856329851
2016-01-27,-2.477653664952344,-0.6970561209211559
2016-01-28,-2.494299442496213,-0.47328716918178715
2016-01-29,-2.510048207270986,-0.6847360831806503
2016-02-01,-2.462039895360852,-0.8568139827624566
2016-02-02,-2.4343667082508658,-0.8811157835961803
2016-02-03,-2.382967018847962,-0.10500043749448701
2016-02-04,-2.279186524543477,-0.24051583888477035
2016-02-05,-2.2440943875972796,0.15814589496996523
2016-02-08,-2.0876745637748395,0.43818253710163346
2016-02-09,-2.0377572374281074,-0.1165062483651152
2016-02-10,-2.052789643074896,-0.33843525191432017
2016-02-11,-1.831221233618945,1.626885986522859
2016-02-16,-1.9220760013678686,1.356981419912528
2016-02-17,-1.9636387743836483,-0.3626066366411326
2016-02-18,-1.882717329891396,-0.19064220327682724
2016-02-19,-1.8227440311981464,-0.24157325136604493
2016-02-22,-1.9286056956278201,-0.37566833332034183
2016-02-23,-1.8966320190587636,-0.16298966529749614
2016-02-24,-1.7817705311451364,0.7287151392891527
2016-02-25,-1.7971255494324487,0.08396171611141982
2016-02-26,-1.8378457682688283,0.20107705320718258
2016-02-29,-1.8259482585398765,-0.1774119037782032
2016-03-01,-1.777307124720802,0.2092563877518991
2016-03-02,-1.7834970821828804,-0.1722067257476179
2016-03-03,-1.688239288185793,0.2672329154999529
2016-03-04,-1.5909279379935968,1.687355665284982
2016-03-07,-1.6144193366946955,0.18375756292989834
2016-03-08,-1.5930040600354305,0.07313481813765327
2016-03-09,-1.6544029914432359,0.27107847681014646
2016-03-10,-1.6358783525120806,1.091890903334837
2016-03-11,-1.595493687048624,0.3640763830907166
2016-03-14,-1.7169664445054742,0.07030639430658245
2016-03-15,-1.8006110262964763,-0.2348366527623433
2016-03-16,-1.7665295387823545,0.04553933563345882
2016-03-17,-1.617988910326174,0.055641075842322224
2016-03-18,-1.659470287167196,-0.4118609570395652
2016-03-21,-1.7045699889837231,-0.276837457586021
2016-03-22,-1.7048585038272086,-0.13978862975078793
2016-03-23,-1.786264664303156,0.602239890725331
2016-03-24,-1.8800219884304077,-1.3675833160552402
2016-03-28,-1.8953417234482988,-1.1167245490635958
2016-03-29,-1.8140947316126903,0.02385050690068479
2016-03-30,-1.7847031462413945,-0.19534574620826486
2016-03-31,-1.8078335801530867,-0.7822836666947209
2016-04-01,-1.8407974730545265,-0.03277366313637636
2016-04-04,-1.8896105985110354,-1.100947573513593
2016-04-05,-1.8484880940804895,-0.4485943064166064
2016-04-06,-1.8408061020491353,-0.6567171226796247
2016-04-07,-1.8033514908196722,-0.12194422729551163
2016-04-08,-1.7605955701949576,-0.6646563496336467
2016-04-11,-1.698001616317213,-0.4230014880804798
2016-04-12,-1.6442588027084506,-0.45483767836146816
2016-04-13,-1.6931092617329577,-0.43194405588605833
2016-04-14,-1.7857817316098141,0.0552775466133184
2016-04-15,-1.8115712129692074,-0.7988701289211506
2016-04-18,-1.7818608394100097,-0.504188637856442
2016-04-19,-1.7348210801056665,0.09656467344911375
2016-04-20,-1.6867987750231057,-0.34933291980015
2016-04-21,-1.6775516553577532,0.7446292451097073
2016-04-22,-1.7565173302814245,0.0744112748999352
2016-04-25,-1.778399487708726,-0.8084043518789651
2016-04-26,-1.7581029206264454,-0.5418288305397043
2016-04-27,-1.7132201108415963,-0.2551649583449131
2016-04-28,-1.6612669537919948,0.2422070191866323
2016-04-29,-1.5100282913683547,0.613007314278027
2016-05-02,-1.4221406482025811,0.01636338172403881
2016-05-03,-1.4398494670374544,0.1867209881699756
2016-05-04,-1.508039906942093,0.14787706449698326
2016-05-05,-1.532614561170936,-0.23850891909259644
2016-05-06,-1.4762317708613182,0.5801563869766605
2016-05-09,-1.5371983318843643,0.2316277167988505
2016-05-10,-1.6103833228424265,-0.2891273233864433
2016-05-11,-1.5634398886141307,0.25439502210699877
2016-05-12,-1.5547972014577698,0.21407213999350266
2016-05-13,-1.5822796922242894,-0.25074337246470807
2016-05-16,-1.53620768506741,-0.03126323949094518
2016-05-17,-1.5408580694942844,0.056685714998589126
2016-05-18,-1.556163045664227,0.3589357940754363
2016-05-19,-1.6646718405460132,0.5759313568488192
2016-05-20,-1.6692658482864495,-0.03192911911734726
2016-05-23,-1.6927710148520287,0.16346724655998984
2016-05-24,-1.7518017086082969,1.0291835327206083
2016-05-25,-1.8374221659999033,-0.9077453363531303
2016-05-26,-1.8405248415958977,-0.45290183023336905
2016-05-31,-1.9239026626040474,0.38068436878112155
2016-06-01,-1.9045872602706706,-0.4214612886565319
2016-06-02,-1.9119925273680969,-0.8967620275443143
2016-06-03,-1.82782860313351,0.4085694194067268
2016-06-06,-1.7213623619542646,-0.36006766630195236
2016-06-07,-1.7320497882629504,-0.812432924826973
2016-06-08,-1.6676978599055303,-0.25507287315077415
2016-06-09,-1.5957424250680716,-0.48893194295436343
2016-06-10,-1.5588266300678368,-0.4250791797401067
2016-06-13,-1.503818625644485,0.04464310920312236
2016-06-14,-1.481947241957671,-0.09490000992741865
2016-06-15,-1.4639481235360248,-0.01450874753844272
2016-06-16,-1.4039393254344275,1.4748751971344174
2016-06-17,-1.461715327778156,0.12696621841092423
2016-06-20,-1.4567107618797501,-0.05818801901122954
2016-06-21,-1.5376355454407935,0.05843172915045206
2016-06-22,-1.5854252125996187,-0.6781601951301631
2016-06-23,-1.60780350478344,-0.47916189847227053
2016-06-24,-1.3934809867534372,3.541039417789261
2016-06-27,-1.237099168758218,0.5177563171145362
2016-06-28,-1.2762488737875772,-0.08897879807689402
2016-06-29,-1.2755079471360031,-0.28103824296099617
2016-06-30,-1.2768783694987702,-0.0929715618190074
2016-07-01,-1.1360099980010592,-1.3484158454392094
2016-07-05,-1.081477423170072,1.532096618929817
2016-07-06,-1.0127183130399946,0.36378312983568506
2016-07-07,-1.0232766490257663,0.1346150800440817
2016-07-08,-1.0560505697449891,1.0062482625538094
2016-07-11,-1.0209082334017434,0.27033778517963764
2016-07-12,-1.1270018364150693,0.575737820224977
2016-07-13,-1.1909440806517406,0.036153771013416845
2016-07-14,-1.1881213809447386,0.6291661821890948
2016-07-15,-1.213502831946077,-0.07810379956908163
2016-07-18,-1.2204579751495368,-0.3392353811168081
2016-07-19,-1.2206031346630475,-0.5013440522212811
2016-07-20,-1.2463785719800016,0.2171119858511187
2016-07-21,-1.260827140583629,0.5244210373837878
2016-07-22,-1.2382116281343176,0.2098062053593199
2016-07-25,-1.2903744578540783,-0.7014200287329816
2016-07-26,-1.2961338993491167,-1.0858145808219377
2016-07-27,-1.2469438747808195,-0.32329072866263747
2016-07-28,-1.1834565501458336,-0.12325019127416081
2016-07-29,-1.1590084701623111,0.24525424031174337
2016-08-01,-1.059905175687314,-0.8733813731047806
2016-08-02,-1.0137609927137987,-0.3910430778622882
2016-08-03,-1.0030053103812477,-0.6395997517795394
2016-08-04,-1.0171753984927177,-0.34619520917031754
2016-08-05,-1.0674870893231767,0.17008391408373183
2016-08-08,-1.1635230973998065,-0.6902262047874979
2016-08-09,-1.1481638388641866,-0.7848008644715624
2016-08-10,-1.090818719087343,-0.081034946234276
2016-08-11,-1.0991514479542106,-0.4411545647914686
2016-08-12,-1.117320979017056,0.3822818781557609
2016-08-15,-1.1351030049001705,-0.7794639593762781
2016-08-16,-1.0845724330210285,0.23205044398829305
2016-08-17,-1.1081098200599107,-0.29127170346481523
